x_corrupted,y_corrupted,x,y
0.5612456651125807,0.5679457550850727,0.493476074813477,0.493476074813477
0.4463593852314348,0.34613109091335137,0.3796336288091786,0.3796336288091786
-0.6899775274337787,-0.7526588273722757,-0.7060136014139868,-0.7060136014139868
-0.762700232219295,-0.8563572772614515,-0.8158325203990673,-0.8158325203990673
0.05098431017881698,0.048341790289239586,0.07449776214989279,0.07449776214989279
0.6688474023342613,0.6217870591346096,0.7471495262059322,0.7471495262059322
-0.0023023773317180085,-0.02337704818788608,-0.11339492499297155,-0.11339492499297155
0.9441973241056006,0.8573064643949735,0.7805216280500746,0.7805216280500746
-0.08083517178257855,-0.1456380480672579,-0.1704866502092499,-0.1704866502092499
-0.5065894657024516,-0.6004944633624255,-0.5268601849788952,-0.5268601849788952
-0.15789425391161993,-0.2186236165263648,-0.10739922212951458,-0.10739922212951458
0.46631035442849533,0.33306829334855403,0.3803358999524844,0.3803358999524844
-0.37768819129412007,-0.2706390688166287,-0.3246141163513998,-0.3246141163513998
0.9922291260418566,1.0324695528556613,0.9777387121476366,0.9777387121476366
0.7563165213544503,0.7145833666247362,0.7816664328090086,0.7816664328090086
0.14500534968477813,0.35054738285579584,0.23896185524378333,0.23896185524378333
0.35051906014948836,0.4475964409033203,0.36762607622508026,0.36762607622508026
0.3335891795006942,0.1543344770201996,0.23816149659981756,0.23816149659981756
-0.12236492721982045,-0.19619634995811247,-0.1752379003269815,-0.1752379003269815
-0.7538602689429932,-0.6330300093390373,-0.6135778850068996,-0.6135778850068996
-0.032504099063036945,0.09649113107345147,0.03751241610933875,0.03751241610933875
0.5834970130324822,0.3697794853170228,0.4511434382164925,0.4511434382164925
-0.5419761799767044,-0.4593622111294916,-0.5230365775073156,-0.5230365775073156
0.38995879721842897,0.35160685538490294,0.4384891762122174,0.4384891762122174
0.2861382947192982,0.5122088754325348,0.333594496017662,0.333594496017662
-0.7857345622023396,-0.8511780909815057,-0.8215469134409328,-0.8215469134409328
0.048388136161975744,0.20844798838148287,0.10076144193508729,0.10076144193508729
1.0545393417319726,0.9572618018268556,0.9436223833481292,0.9436223833481292
1.1981093771756999,0.7980086745674336,0.9794604950844226,0.9794604950844226
-0.9553080129057504,-0.885265315199754,-0.9891628580138019,-0.9891628580138019
-0.23922254106610447,-0.20031664079568576,-0.12895264048562893,-0.12895264048562893
0.9490390506490933,0.918829933807912,0.8876960720729443,0.8876960720729443
0.12979992257620002,-0.04077292415475882,0.06641037819340756,0.06641037819340756
0.9121958019541632,0.9157875050905769,0.9511618248553886,0.9511618248553886
0.8038405466106856,0.6223108672822178,0.6879188096235018,0.6879188096235018
-0.8612078677717941,-0.8777644259394106,-0.7912787670767591,-0.7912787670767591
-0.19124697668388846,-0.08307864045241434,0.13083571407263062,0.13083571407263062
-0.8318370986246564,-0.7271558789081032,-0.9570671701707814,-0.9570671701707814
0.48176147130488334,0.4507768226706823,0.40359242396967665,0.40359242396967665
-0.32075031030601664,-0.27235829169756093,-0.2818105140249896,-0.2818105140249896
0.5309864820715585,0.5976597286833509,0.6249952822863687,0.6249952822863687
0.17803333882993533,0.33950436674479445,0.42935890610005756,0.42935890610005756
-0.2009400220115712,-0.1074278724708934,-0.10925710435072089,-0.10925710435072089
0.7241578308603331,0.48147353724852304,0.7296458765406286,0.7296458765406286
-0.7197943855439383,-0.7175558884899188,-0.6815339416513462,-0.6815339416513462
-0.19364492508195294,-0.4146627414055876,-0.2519638301747582,-0.2519638301747582
-0.45275343088740616,-0.6054601651882539,-0.6007119275840709,-0.6007119275840709
-0.48615312717544795,-0.5147691469314858,-0.4667149299130937,-0.4667149299130937
0.39570310197213837,0.3799807094793227,0.3540967388341154,0.3540967388341154
-0.8847121991707814,-0.6663234752982968,-0.7685891152062931,-0.7685891152062931
1.0199509635763282,0.9446021908051393,0.9694282366821148,0.9694282366821148
-0.16118403826824637,-0.17478833638642546,-0.19589642945936392,-0.19589642945936392
0.5259875770025818,0.3085779638759165,0.4255946592250368,0.4255946592250368
0.4891494241466641,0.4635958356424905,0.37671053384893227,0.37671053384893227
-0.870552345798007,-0.8194081717788214,-0.8678861933925268,-0.8678861933925268
0.920634409449903,0.772551431957524,0.9486302552426849,0.9486302552426849
0.7986164166794174,0.8458832511283191,0.8243379002963642,0.8243379002963642
0.19195272101128963,0.17069024481110115,0.23089625113907508,0.23089625113907508
0.31442198711478864,0.38338939522439774,0.3841719489787545,0.3841719489787545
0.17911532021097473,0.2630126039564912,0.2132561736661176,0.2132561736661176
-0.904738641441671,-0.8855476505173843,-0.9414325987580372,-0.9414325987580372
0.07470504665108435,0.08336189668207905,0.07456512787581704,0.07456512787581704
0.9672782840662304,0.8959964542053355,0.9421158842644961,0.9421158842644961
0.9165061136268503,0.5684037148890868,0.6813002273851583,0.6813002273851583
1.0398801750034126,0.6056111929207874,0.8510980687348331,0.8510980687348331
-0.26545839556164497,-0.17122555369448655,-0.13838762138141858,-0.13838762138141858
0.11754502453883142,0.1277468931450037,0.21699000562350768,0.21699000562350768
0.770105650208565,0.8481041747752065,0.8001473307008682,0.8001473307008682
-0.6880940274413014,-0.5978950808687837,-0.581103261125395,-0.581103261125395
-0.32885299454576633,-0.579542155789789,-0.41831064013350794,-0.41831064013350794
0.06094388094410783,0.003110586776934654,0.10127142789244603,0.10127142789244603
0.4863932312820164,0.3893267116758867,0.5247380178968151,0.5247380178968151
0.31359321125011314,0.2691985213170653,0.24745161859168308,0.24745161859168308
-0.30519806732044247,-0.3707958181450471,-0.34981274239363924,-0.34981274239363924
0.41417463821564393,0.5545237508011076,0.5539971502473768,0.5539971502473768
-0.7976849720594346,-1.0432090316702123,-0.9152971566705776,-0.9152971566705776
-0.5156033510534822,-0.5437903305461285,-0.3215283815878549,-0.3215283815878549
0.038086224484355446,-0.013310146642667234,-0.0794897074342722,-0.0794897074342722
-0.194716124793379,-0.05457800959339966,-0.14238299464999105,-0.14238299464999105
-0.49923585128067244,-0.28619398056639117,-0.4179606939669116,-0.4179606939669116
0.5772738735682806,0.3234883188198359,0.42781256192820893,0.42781256192820893
0.4130410706368597,0.3177304425398609,0.25943240806790113,0.25943240806790113
-0.7683853429144765,-0.4583618489907495,-0.6952432383257416,-0.6952432383257416
-0.3032837123327895,-0.6905887856665348,-0.49003066924226,-0.49003066924226
0.5224659795419053,0.597130282024288,0.5517187048852112,0.5517187048852112
-0.5642185478023545,-0.5327948800239466,-0.5390442309800187,-0.5390442309800187
-0.3216300545945123,-0.4755816678041075,-0.4272603452580339,-0.4272603452580339
-0.08396640372230346,-0.20030752305149377,-0.206110897052455,-0.206110897052455
-0.7230290059898745,-0.6192043789792177,-0.6844984096707376,-0.6844984096707376
-0.5401457792446505,-0.7304028992618754,-0.6337456574433573,-0.6337456574433573
-1.008401530035933,-0.8631256675963946,-0.8692287400975762,-0.8692287400975762
-0.467236964341842,-0.7132571422928673,-0.5334126000624133,-0.5334126000624133
0.3274852013383408,0.42820990877217585,0.35204697520420014,0.35204697520420014
-0.2348382615363227,0.027120337619455176,-0.11907394742150101,-0.11907394742150101
-0.5341741044407116,-0.49799207605951823,-0.5476841887975092,-0.5476841887975092
0.3327432150274508,0.31230090266984056,0.41062729248183305,0.41062729248183305
-0.25803492821341834,-0.11729254163948324,-0.33914753121351815,-0.33914753121351815
0.39878184725117316,0.314481070134888,0.4282815181322559,0.4282815181322559
0.8889361776610595,0.8743899869690301,0.8856566453603996,0.8856566453603996
0.2570485480827635,0.12723117937048084,0.3187537770337898,0.3187537770337898
-0.5583269842180612,-0.6223866693297829,-0.6446593328948476,-0.6446593328948476
0.7148057883412993,0.5805870050406704,0.5676384085469528,0.5676384085469528
-0.17989556329263764,-0.16943103302798274,-0.10297924305115846,-0.10297924305115846
-0.9630131276803221,-1.0924355695692167,-0.9150201055828842,-0.9150201055828842
0.6538470368514147,0.6304435627767857,0.6235293287940746,0.6235293287940746
0.25123144203024955,0.02498509232712673,0.12683826732521375,0.12683826732521375
-0.9953124315842731,-1.0366902312210062,-0.987853331798838,-0.987853331798838
-0.04985260318756496,0.09324684156701031,-0.0043140374008445725,-0.0043140374008445725
-0.7106652032402764,-0.6213717922662839,-0.6358759219302363,-0.6358759219302363
0.3779056494402807,0.33996600432409063,0.23554003948433389,0.23554003948433389
-0.2556762423776198,-0.22072837849992816,-0.17139516771874663,-0.17139516771874663
-0.18950325663561746,-0.4197900054964242,-0.2767547734014155,-0.2767547734014155
-0.560589299864334,-0.6714459722729468,-0.5460818594172037,-0.5460818594172037
0.8209389161145094,0.6840389043019592,0.8078464376985226,0.8078464376985226
0.8951341474434669,0.8422607422865009,0.8536362243512177,0.8536362243512177
-0.7888000827097951,-0.6947116056182818,-0.7214953128007942,-0.7214953128007942
0.9318317913339861,0.8676660841541024,0.7603807631970603,0.7603807631970603
-0.4989752763549712,-0.666870637357208,-0.5174754145594282,-0.5174754145594282
0.35353862946945447,0.37622879182510055,0.40884992070869375,0.40884992070869375
1.1470110018348254,0.9930956363910968,0.995622316423443,0.995622316423443
0.2199025317045084,0.1072588418853551,0.11914209859466118,0.11914209859466118
0.7451055239151629,0.7534255938065593,0.7618545645018262,0.7618545645018262
-0.741949228769167,-0.670066582235558,-0.7423010247650348,-0.7423010247650348
0.8719857272652833,1.000521432903267,0.966340580088711,0.966340580088711
-0.8002658350080085,-0.5747836747068572,-0.5894560883083717,-0.5894560883083717
-0.23225372088860308,-0.45467885036889144,-0.3843348275606253,-0.3843348275606253
-0.883440682391165,-0.863094316437277,-0.8190351674513481,-0.8190351674513481
0.9579674260492539,0.6626447922048441,0.9793031110541641,0.9793031110541641
0.8997933407672473,1.1063291090409086,0.9296548777173417,0.9296548777173417
-0.7983558357714797,-0.7759924183465343,-0.6787106098110627,-0.6787106098110627
-0.5708714619275014,-0.5201567444454843,-0.6545501408848637,-0.6545501408848637
-0.43407982914602006,-0.45238341527001386,-0.43129452082685704,-0.43129452082685704
0.7727510135408157,0.43946391878501523,0.5884721489565099,0.5884721489565099
-0.7939893524032512,-0.8873342436735977,-0.870593837954114,-0.870593837954114
-0.5194805244041939,-0.6819436995325016,-0.5067650447378027,-0.5067650447378027
1.0352893502017206,0.9506728213995946,0.8911118590605904,0.8911118590605904
0.821147969941128,0.9059142673822222,0.8419322765191737,0.8419322765191737
-0.7543356579502677,-0.7834475607070468,-0.7269698841924355,-0.7269698841924355
-0.6458766937242428,-0.5068147782909873,-0.4979557805250274,-0.4979557805250274
-0.14590988823083972,-0.05212180171591802,-0.011598221471727177,-0.011598221471727177
0.9115631484011488,1.0169917249211542,0.9694460584185332,0.9694460584185332
0.6627113904762092,0.6284775456211562,0.6650038846638633,0.6650038846638633
0.278319661168867,0.3389561239175398,0.19655420240998955,0.19655420240998955
0.15160893828383326,0.1543179684622843,0.11508403129942746,0.11508403129942746
-0.1347288160164602,0.05265759431696647,-0.05928234923041664,-0.05928234923041664
-0.011159726665066844,-0.11983674957242545,-0.10612636973636658,-0.10612636973636658
0.24158720525521982,0.14636147927724882,0.232311272599814,0.232311272599814
